Graph Name,No of sources of Evidences,Controller,Average-Case Controller to Controller
KDL,4,509,147
KDL,4,509,246
KDL,4,509,561
KDL,4,509,408
KDL,4,509,83
KDL,4,509,42
KDL,4,509,137
KDL,4,509,195
KDL,4,509,4
KDL,4,509,127
KDL,4,509,153
KDL,4,509,68
KDL,4,509,26
KDL,4,509,594
KDL,4,509,143
KDL,4,509,390
KDL,4,509,10
KDL,4,509,495
KDL,4,509,65
KDL,4,509,54
KDL,4,509,16
KDL,4,509,87
KDL,4,509,314
KDL,4,509,391
KDL,4,509,100
KDL,4,509,99
KDL,4,509,149
KDL,4,509,12
KDL,4,509,196
KDL,4,509,41
KDL,4,509,3
KDL,4,509,9
KDL,4,509,71
KDL,4,509,302
KDL,4,509,2
KDL,4,509,354
KDL,4,509,19
KDL,4,509,411
KDL,4,509,112
KDL,4,509,320
KDL,4,509,226
KDL,4,509,56
KDL,4,509,424
KDL,4,495,234
KDL,4,495,8
KDL,4,495,171
KDL,4,495,61
KDL,4,495,293
KDL,4,495,131
KDL,4,495,125
KDL,4,495,230
KDL,4,495,1
KDL,4,495,206
KDL,4,495,18
KDL,4,495,76
KDL,4,495,32
KDL,4,495,44
KDL,4,495,512
KDL,4,495,233
KDL,4,495,84
KDL,4,495,205
KDL,4,495,22
KDL,4,495,17
KDL,4,495,74
KDL,4,495,31
KDL,4,495,182
KDL,4,495,183
KDL,4,495,40
KDL,4,495,161
KDL,4,495,268
KDL,4,495,72
KDL,4,495,130
KDL,4,495,21
KDL,4,495,315
KDL,4,495,105
KDL,4,495,472
KDL,4,495,79
KDL,4,495,505
KDL,4,495,201
KDL,4,495,0
KDL,4,495,158
KDL,4,495,107
KDL,4,495,63
KDL,4,495,6
KDL,4,495,24
KDL,4,495,64
KDL,4,495,162
KDL,4,495,466
KDL,4,495,438
KDL,4,495,126
KDL,4,495,238
KDL,4,495,39
KDL,4,495,60
KDL,4,495,140
KDL,4,495,338
KDL,4,495,28
KDL,4,495,5
KDL,4,495,128
KDL,4,495,487
KDL,4,495,242
KDL,4,495,428
KDL,4,495,106
KDL,4,495,200
KDL,4,495,262
KDL,4,495,58
KDL,4,495,110
KDL,4,495,50
KDL,4,495,455
KDL,4,495,25
KDL,4,495,95
KDL,4,495,160
KDL,4,495,145
KDL,4,495,23
KDL,4,495,141
KDL,4,495,247
KDL,4,495,20
KDL,4,495,75
KDL,4,495,13
KDL,4,495,239
KDL,4,495,147
KDL,4,495,246
KDL,4,495,561
KDL,4,495,408
KDL,4,495,83
KDL,4,495,42
KDL,4,495,137
KDL,4,495,195
KDL,4,495,4
KDL,4,495,127
KDL,4,495,153
KDL,4,495,68
KDL,4,495,26
KDL,4,495,594
KDL,4,495,143
KDL,4,495,390
KDL,4,495,10
KDL,4,495,65
KDL,4,495,509
KDL,4,495,54
KDL,4,495,16
KDL,4,495,87
KDL,4,495,314
KDL,4,495,391
KDL,4,495,100
KDL,4,495,99
KDL,4,495,149
KDL,4,495,12
KDL,4,495,196
KDL,4,495,41
KDL,4,495,3
KDL,4,495,9
KDL,4,495,71
KDL,4,495,302
KDL,4,495,2
KDL,4,495,354
KDL,4,495,19
KDL,4,495,411
KDL,4,495,112
KDL,4,495,320
KDL,4,495,226
KDL,4,495,56
KDL,4,495,424
KDL,4,512,234
KDL,4,512,8
KDL,4,512,171
KDL,4,512,61
KDL,4,512,293
KDL,4,512,131
KDL,4,512,125
KDL,4,512,230
KDL,4,512,1
KDL,4,512,206
KDL,4,512,18
KDL,4,512,76
KDL,4,512,32
KDL,4,512,44
KDL,4,512,233
KDL,4,512,84
KDL,4,512,205
KDL,4,512,22
KDL,4,512,17
KDL,4,512,74
KDL,4,512,31
KDL,4,512,182
KDL,4,512,183
KDL,4,512,40
KDL,4,512,161
KDL,4,512,268
KDL,4,512,72
KDL,4,512,130
KDL,4,512,21
KDL,4,512,315
KDL,4,512,105
KDL,4,512,472
KDL,4,512,79
KDL,4,512,505
KDL,4,512,201
KDL,4,512,0
KDL,4,512,158
KDL,4,512,107
KDL,4,512,63
KDL,4,512,6
KDL,4,512,24
KDL,4,512,64
KDL,4,512,162
KDL,4,512,466
KDL,4,512,438
KDL,4,512,126
KDL,4,512,238
KDL,4,512,39
KDL,4,512,60
KDL,4,512,140
KDL,4,512,338
KDL,4,512,28
KDL,4,512,5
KDL,4,512,128
KDL,4,512,487
KDL,4,512,242
KDL,4,512,428
KDL,4,512,106
KDL,4,512,200
KDL,4,512,262
KDL,4,512,58
KDL,4,512,110
KDL,4,512,50
KDL,4,512,455
KDL,4,512,25
KDL,4,512,95
KDL,4,512,160
KDL,4,512,145
KDL,4,512,23
KDL,4,512,141
KDL,4,512,247
KDL,4,512,20
KDL,4,512,75
KDL,4,512,13
KDL,4,512,239
KDL,4,512,147
KDL,4,512,246
KDL,4,512,561
KDL,4,512,408
KDL,4,512,83
KDL,4,512,42
KDL,4,512,137
KDL,4,512,195
KDL,4,512,4
KDL,4,512,127
KDL,4,512,153
KDL,4,512,68
KDL,4,512,26
KDL,4,512,594
KDL,4,512,143
KDL,4,512,390
KDL,4,512,10
KDL,4,512,495
KDL,4,512,65
KDL,4,512,509
KDL,4,512,54
KDL,4,512,16
KDL,4,512,87
KDL,4,512,314
KDL,4,512,391
KDL,4,512,100
KDL,4,512,99
KDL,4,512,149
KDL,4,512,12
KDL,4,512,196
KDL,4,512,41
KDL,4,512,3
KDL,4,512,9
KDL,4,512,71
KDL,4,512,302
KDL,4,512,2
KDL,4,512,354
KDL,4,512,19
KDL,4,512,411
KDL,4,512,112
KDL,4,512,320
KDL,4,512,226
KDL,4,512,56
KDL,4,512,424
KDL,4,143,234
KDL,4,143,8
KDL,4,143,171
KDL,4,143,61
KDL,4,143,293
KDL,4,143,131
KDL,4,143,125
KDL,4,143,230
KDL,4,143,1
KDL,4,143,206
KDL,4,143,18
KDL,4,143,76
KDL,4,143,32
KDL,4,143,44
KDL,4,143,512
KDL,4,143,233
KDL,4,143,84
KDL,4,143,205
KDL,4,143,22
KDL,4,143,17
KDL,4,143,74
KDL,4,143,31
KDL,4,143,182
KDL,4,143,183
KDL,4,143,40
KDL,4,143,161
KDL,4,143,268
KDL,4,143,72
KDL,4,143,130
KDL,4,143,21
KDL,4,143,315
KDL,4,143,105
KDL,4,143,472
KDL,4,143,79
KDL,4,143,505
KDL,4,143,201
KDL,4,143,0
KDL,4,143,158
KDL,4,143,107
KDL,4,143,63
KDL,4,143,6
KDL,4,143,24
KDL,4,143,64
KDL,4,143,162
KDL,4,143,466
KDL,4,143,438
KDL,4,143,126
KDL,4,143,238
KDL,4,143,39
KDL,4,143,60
KDL,4,143,140
KDL,4,143,338
KDL,4,143,28
KDL,4,143,5
KDL,4,143,128
KDL,4,143,487
KDL,4,143,242
KDL,4,143,428
KDL,4,143,106
KDL,4,143,200
KDL,4,143,262
KDL,4,143,58
KDL,4,143,110
KDL,4,143,50
KDL,4,143,455
KDL,4,143,25
KDL,4,143,95
KDL,4,143,160
KDL,4,143,145
KDL,4,143,23
KDL,4,143,141
KDL,4,143,247
KDL,4,143,20
KDL,4,143,75
KDL,4,143,13
KDL,4,143,239
KDL,4,143,147
KDL,4,143,246
KDL,4,143,561
KDL,4,143,408
KDL,4,143,83
KDL,4,143,42
KDL,4,143,137
KDL,4,143,195
KDL,4,143,4
KDL,4,143,127
KDL,4,143,153
KDL,4,143,68
KDL,4,143,26
KDL,4,143,594
KDL,4,143,390
KDL,4,143,10
KDL,4,143,495
KDL,4,143,65
KDL,4,143,509
KDL,4,143,54
KDL,4,143,16
KDL,4,143,87
KDL,4,143,314
KDL,4,143,391
KDL,4,143,100
KDL,4,143,99
KDL,4,143,149
KDL,4,143,12
KDL,4,143,196
KDL,4,143,41
KDL,4,143,3
KDL,4,143,9
KDL,4,143,71
KDL,4,143,302
KDL,4,143,2
KDL,4,143,354
KDL,4,143,19
KDL,4,143,411
KDL,4,143,112
KDL,4,143,320
KDL,4,143,226
KDL,4,143,56
KDL,4,143,424
KDL,4,127,234
KDL,4,127,8
KDL,4,127,171
KDL,4,127,61
KDL,4,127,293
KDL,4,127,131
KDL,4,127,125
KDL,4,127,230
KDL,4,127,1
KDL,4,127,206
KDL,4,127,18
KDL,4,127,76
KDL,4,127,32
KDL,4,127,44
KDL,4,127,512
KDL,4,127,233
KDL,4,127,84
KDL,4,127,205
KDL,4,127,22
KDL,4,127,17
KDL,4,127,74
KDL,4,127,31
KDL,4,127,182
KDL,4,127,183
KDL,4,127,40
KDL,4,127,161
KDL,4,127,268
KDL,4,127,72
KDL,4,127,130
KDL,4,127,21
KDL,4,127,315
KDL,4,127,105
KDL,4,127,472
KDL,4,127,79
KDL,4,127,505
KDL,4,127,201
KDL,4,127,0
KDL,4,127,158
KDL,4,127,107
KDL,4,127,63
KDL,4,127,6
KDL,4,127,24
KDL,4,127,64
KDL,4,127,162
KDL,4,127,466
KDL,4,127,438
KDL,4,127,126
KDL,4,127,238
KDL,4,127,39
KDL,4,127,60
KDL,4,127,140
KDL,4,127,338
KDL,4,127,28
KDL,4,127,5
KDL,4,127,128
KDL,4,127,487
KDL,4,127,242
KDL,4,127,428
KDL,4,127,106
KDL,4,127,200
KDL,4,127,262
KDL,4,127,58
KDL,4,127,110
KDL,4,127,50
KDL,4,127,455
KDL,4,127,25
KDL,4,127,95
KDL,4,127,160
KDL,4,127,145
KDL,4,127,23
KDL,4,127,141
KDL,4,127,247
KDL,4,127,20
KDL,4,127,75
KDL,4,127,13
KDL,4,127,239
KDL,4,127,147
KDL,4,127,246
KDL,4,127,561
KDL,4,127,408
KDL,4,127,83
KDL,4,127,42
KDL,4,127,137
KDL,4,127,195
KDL,4,127,4
KDL,4,127,153
KDL,4,127,68
KDL,4,127,26
KDL,4,127,594
KDL,4,127,143
KDL,4,127,390
KDL,4,127,10
KDL,4,127,495
KDL,4,127,65
KDL,4,127,509
KDL,4,127,54
KDL,4,127,16
KDL,4,127,87
KDL,4,127,314
KDL,4,127,391
KDL,4,127,100
KDL,4,127,99
KDL,4,127,149
KDL,4,127,12
KDL,4,127,196
KDL,4,127,41
KDL,4,127,3
KDL,4,127,9
KDL,4,127,71
KDL,4,127,302
KDL,4,127,2
KDL,4,127,354
KDL,4,127,19
KDL,4,127,411
KDL,4,127,112
KDL,4,127,320
KDL,4,127,226
KDL,4,127,56
KDL,4,127,424
KDL,4,0,234
KDL,4,0,8
KDL,4,0,171
KDL,4,0,61
KDL,4,0,293
KDL,4,0,131
KDL,4,0,125
KDL,4,0,230
KDL,4,0,1
KDL,4,0,206
KDL,4,0,18
KDL,4,0,76
KDL,4,0,32
KDL,4,0,44
KDL,4,0,512
KDL,4,0,233
KDL,4,0,84
KDL,4,0,205
KDL,4,0,22
KDL,4,0,17
KDL,4,0,74
KDL,4,0,31
KDL,4,0,182
KDL,4,0,183
KDL,4,0,40
KDL,4,0,161
KDL,4,0,268
KDL,4,0,72
KDL,4,0,130
KDL,4,0,21
KDL,4,0,315
KDL,4,0,105
KDL,4,0,472
KDL,4,0,79
KDL,4,0,505
KDL,4,0,201
KDL,4,0,158
KDL,4,0,107
KDL,4,0,63
KDL,4,0,6
KDL,4,0,24
KDL,4,0,64
KDL,4,0,162
KDL,4,0,466
KDL,4,0,438
KDL,4,0,126
KDL,4,0,238
KDL,4,0,39
KDL,4,0,60
KDL,4,0,140
KDL,4,0,338
KDL,4,0,28
KDL,4,0,5
KDL,4,0,128
KDL,4,0,487
KDL,4,0,242
KDL,4,0,428
KDL,4,0,106
KDL,4,0,200
KDL,4,0,262
KDL,4,0,58
KDL,4,0,110
KDL,4,0,50
KDL,4,0,455
KDL,4,0,25
KDL,4,0,95
KDL,4,0,160
KDL,4,0,145
KDL,4,0,23
KDL,4,0,141
KDL,4,0,247
KDL,4,0,20
KDL,4,0,75
KDL,4,0,13
KDL,4,0,239
KDL,4,0,147
KDL,4,0,246
KDL,4,0,561
KDL,4,0,408
KDL,4,0,83
KDL,4,0,42
KDL,4,0,137
KDL,4,0,195
KDL,4,0,4
KDL,4,0,127
KDL,4,0,153
KDL,4,0,68
KDL,4,0,26
KDL,4,0,594
KDL,4,0,143
KDL,4,0,390
KDL,4,0,10
KDL,4,0,495
KDL,4,0,65
KDL,4,0,509
KDL,4,0,54
KDL,4,0,16
KDL,4,0,87
KDL,4,0,314
KDL,4,0,391
KDL,4,0,100
KDL,4,0,99
KDL,4,0,149
KDL,4,0,12
KDL,4,0,196
KDL,4,0,41
KDL,4,0,3
KDL,4,0,9
KDL,4,0,71
KDL,4,0,302
KDL,4,0,2
KDL,4,0,354
KDL,4,0,19
KDL,4,0,411
KDL,4,0,112
KDL,4,0,320
KDL,4,0,226
KDL,4,0,56
KDL,4,0,424
KDL,4,293,234
KDL,4,293,8
KDL,4,293,171
KDL,4,293,61
KDL,4,293,131
KDL,4,293,125
KDL,4,293,230
KDL,4,293,1
KDL,4,293,206
KDL,4,293,18
KDL,4,293,76
KDL,4,293,32
KDL,4,293,44
KDL,4,293,512
KDL,4,293,233
KDL,4,293,84
KDL,4,293,205
KDL,4,293,22
KDL,4,293,17
KDL,4,293,74
KDL,4,293,31
KDL,4,293,182
KDL,4,293,183
KDL,4,293,40
KDL,4,293,161
KDL,4,293,268
KDL,4,293,72
KDL,4,293,130
KDL,4,293,21
KDL,4,293,315
KDL,4,293,105
KDL,4,293,472
KDL,4,293,79
KDL,4,293,505
KDL,4,293,201
KDL,4,293,0
KDL,4,293,158
KDL,4,293,107
KDL,4,293,63
KDL,4,293,6
KDL,4,293,24
KDL,4,293,64
KDL,4,293,162
KDL,4,293,466
KDL,4,293,438
KDL,4,293,126
KDL,4,293,238
KDL,4,293,39
KDL,4,293,60
KDL,4,293,140
KDL,4,293,338
KDL,4,293,28
KDL,4,293,5
KDL,4,293,128
KDL,4,293,487
KDL,4,293,242
KDL,4,293,428
KDL,4,293,106
KDL,4,293,200
KDL,4,293,262
KDL,4,293,58
KDL,4,293,110
KDL,4,293,50
KDL,4,293,455
KDL,4,293,25
KDL,4,293,95
KDL,4,293,160
KDL,4,293,145
KDL,4,293,23
KDL,4,293,141
KDL,4,293,247
KDL,4,293,20
KDL,4,293,75
KDL,4,293,13
KDL,4,293,239
KDL,4,293,147
KDL,4,293,246
KDL,4,293,561
KDL,4,293,408
KDL,4,293,83
KDL,4,293,42
KDL,4,293,137
KDL,4,293,195
KDL,4,293,4
KDL,4,293,127
KDL,4,293,153
KDL,4,293,68
KDL,4,293,26
KDL,4,293,594
KDL,4,293,143
KDL,4,293,390
KDL,4,293,10
KDL,4,293,495
KDL,4,293,65
KDL,4,293,509
KDL,4,293,54
KDL,4,293,16
KDL,4,293,87
KDL,4,293,314
KDL,4,293,391
KDL,4,293,100
KDL,4,293,99
KDL,4,293,149
KDL,4,293,12
KDL,4,293,196
KDL,4,293,41
KDL,4,293,3
KDL,4,293,9
KDL,4,293,71
KDL,4,293,302
KDL,4,293,2
KDL,4,293,354
KDL,4,293,19
KDL,4,293,411
KDL,4,293,112
KDL,4,293,320
KDL,4,293,226
KDL,4,293,56
KDL,4,293,424
KDL,4,75,234
KDL,4,75,8
KDL,4,75,171
KDL,4,75,61
KDL,4,75,293
KDL,4,75,131
KDL,4,75,125
KDL,4,75,230
KDL,4,75,1
KDL,4,75,206
KDL,4,75,18
KDL,4,75,76
KDL,4,75,32
KDL,4,75,44
KDL,4,75,512
KDL,4,75,233
KDL,4,75,84
KDL,4,75,205
KDL,4,75,22
KDL,4,75,17
KDL,4,75,74
KDL,4,75,31
KDL,4,75,182
KDL,4,75,183
KDL,4,75,40
KDL,4,75,161
KDL,4,75,268
KDL,4,75,72
KDL,4,75,130
KDL,4,75,21
KDL,4,75,315
KDL,4,75,105
KDL,4,75,472
KDL,4,75,79
KDL,4,75,505
KDL,4,75,201
KDL,4,75,0
KDL,4,75,158
KDL,4,75,107
KDL,4,75,63
KDL,4,75,6
KDL,4,75,24
KDL,4,75,64
KDL,4,75,162
KDL,4,75,466
KDL,4,75,438
KDL,4,75,126
KDL,4,75,238
KDL,4,75,39
KDL,4,75,60
KDL,4,75,140
KDL,4,75,338
KDL,4,75,28
KDL,4,75,5
KDL,4,75,128
KDL,4,75,487
KDL,4,75,242
KDL,4,75,428
KDL,4,75,106
KDL,4,75,200
KDL,4,75,262
KDL,4,75,58
KDL,4,75,110
KDL,4,75,50
KDL,4,75,455
KDL,4,75,25
KDL,4,75,95
KDL,4,75,160
KDL,4,75,145
KDL,4,75,23
KDL,4,75,141
KDL,4,75,247
KDL,4,75,20
KDL,4,75,13
KDL,4,75,239
KDL,4,75,147
KDL,4,75,246
KDL,4,75,561
KDL,4,75,408
KDL,4,75,83
KDL,4,75,42
KDL,4,75,137
KDL,4,75,195
KDL,4,75,4
KDL,4,75,127
KDL,4,75,153
KDL,4,75,68
KDL,4,75,26
KDL,4,75,594
KDL,4,75,143
KDL,4,75,390
KDL,4,75,10
KDL,4,75,495
KDL,4,75,65
KDL,4,75,509
KDL,4,75,54
KDL,4,75,16
KDL,4,75,87
KDL,4,75,314
KDL,4,75,391
KDL,4,75,100
KDL,4,75,99
KDL,4,75,149
KDL,4,75,12
KDL,4,75,196
KDL,4,75,41
KDL,4,75,3
KDL,4,75,9
KDL,4,75,71
KDL,4,75,302
KDL,4,75,2
KDL,4,75,354
KDL,4,75,19
KDL,4,75,411
KDL,4,75,112
KDL,4,75,320
KDL,4,75,226
KDL,4,75,56
KDL,4,75,424
KDL,4,72,234
KDL,4,72,8
KDL,4,72,171
KDL,4,72,61
KDL,4,72,293
KDL,4,72,131
KDL,4,72,125
KDL,4,72,230
KDL,4,72,1
KDL,4,72,206
KDL,4,72,18
KDL,4,72,76
KDL,4,72,32
KDL,4,72,44
KDL,4,72,512
KDL,4,72,233
KDL,4,72,84
KDL,4,72,205
KDL,4,72,22
KDL,4,72,17
KDL,4,72,74
KDL,4,72,31
KDL,4,72,182
KDL,4,72,183
KDL,4,72,40
KDL,4,72,161
KDL,4,72,268
KDL,4,72,130
KDL,4,72,21
KDL,4,72,315
KDL,4,72,105
KDL,4,72,472
KDL,4,72,79
KDL,4,72,505
KDL,4,72,201
KDL,4,72,0
KDL,4,72,158
KDL,4,72,107
KDL,4,72,63
KDL,4,72,6
KDL,4,72,24
KDL,4,72,64
KDL,4,72,162
KDL,4,72,466
KDL,4,72,438
KDL,4,72,126
KDL,4,72,238
KDL,4,72,39
KDL,4,72,60
KDL,4,72,140
KDL,4,72,338
KDL,4,72,28
KDL,4,72,5
KDL,4,72,128
KDL,4,72,487
KDL,4,72,242
KDL,4,72,428
KDL,4,72,106
KDL,4,72,200
KDL,4,72,262
KDL,4,72,58
KDL,4,72,110
KDL,4,72,50
KDL,4,72,455
KDL,4,72,25
KDL,4,72,95
KDL,4,72,160
KDL,4,72,145
KDL,4,72,23
KDL,4,72,141
KDL,4,72,247
KDL,4,72,20
KDL,4,72,75
KDL,4,72,13
KDL,4,72,239
KDL,4,72,147
KDL,4,72,246
KDL,4,72,561
KDL,4,72,408
KDL,4,72,83
KDL,4,72,42
KDL,4,72,137
KDL,4,72,195
KDL,4,72,4
KDL,4,72,127
KDL,4,72,153
KDL,4,72,68
KDL,4,72,26
KDL,4,72,594
KDL,4,72,143
KDL,4,72,390
KDL,4,72,10
KDL,4,72,495
KDL,4,72,65
KDL,4,72,509
KDL,4,72,54
KDL,4,72,16
KDL,4,72,87
KDL,4,72,314
KDL,4,72,391
KDL,4,72,100
KDL,4,72,99
KDL,4,72,149
KDL,4,72,12
KDL,4,72,196
KDL,4,72,41
KDL,4,72,3
KDL,4,72,9
KDL,4,72,71
KDL,4,72,302
KDL,4,72,2
KDL,4,72,354
KDL,4,72,19
KDL,4,72,411
KDL,4,72,112
KDL,4,72,320
KDL,4,72,226
KDL,4,72,56
KDL,4,72,424
KDL,4,64,234
KDL,4,64,8
KDL,4,64,171
KDL,4,64,61
KDL,4,64,293
KDL,4,64,131
KDL,4,64,125
KDL,4,64,230
KDL,4,64,1
KDL,4,64,206
KDL,4,64,18
KDL,4,64,76
KDL,4,64,32
KDL,4,64,44
KDL,4,64,512
KDL,4,64,233
KDL,4,64,84
KDL,4,64,205
KDL,4,64,22
KDL,4,64,17
KDL,4,64,74
KDL,4,64,31
KDL,4,64,182
KDL,4,64,183
KDL,4,64,40
KDL,4,64,161
KDL,4,64,268
KDL,4,64,72
KDL,4,64,130
KDL,4,64,21
KDL,4,64,315
KDL,4,64,105
KDL,4,64,472
KDL,4,64,79
KDL,4,64,505
KDL,4,64,201
KDL,4,64,0
KDL,4,64,158
KDL,4,64,107
KDL,4,64,63
KDL,4,64,6
KDL,4,64,24
KDL,4,64,162
KDL,4,64,466
KDL,4,64,438
KDL,4,64,126
KDL,4,64,238
KDL,4,64,39
KDL,4,64,60
KDL,4,64,140
KDL,4,64,338
KDL,4,64,28
KDL,4,64,5
KDL,4,64,128
KDL,4,64,487
KDL,4,64,242
KDL,4,64,428
KDL,4,64,106
KDL,4,64,200
KDL,4,64,262
KDL,4,64,58
KDL,4,64,110
KDL,4,64,50
KDL,4,64,455
KDL,4,64,25
KDL,4,64,95
KDL,4,64,160
KDL,4,64,145
KDL,4,64,23
KDL,4,64,141
KDL,4,64,247
KDL,4,64,20
KDL,4,64,75
KDL,4,64,13
KDL,4,64,239
KDL,4,64,147
KDL,4,64,246
KDL,4,64,561
KDL,4,64,408
KDL,4,64,83
KDL,4,64,42
KDL,4,64,137
KDL,4,64,195
KDL,4,64,4
KDL,4,64,127
KDL,4,64,153
KDL,4,64,68
KDL,4,64,26
KDL,4,64,594
KDL,4,64,143
KDL,4,64,390
KDL,4,64,10
KDL,4,64,495
KDL,4,64,65
KDL,4,64,509
KDL,4,64,54
KDL,4,64,16
KDL,4,64,87
KDL,4,64,314
KDL,4,64,391
KDL,4,64,100
KDL,4,64,99
KDL,4,64,149
KDL,4,64,12
KDL,4,64,196
KDL,4,64,41
KDL,4,64,3
KDL,4,64,9
KDL,4,64,71
KDL,4,64,302
KDL,4,64,2
KDL,4,64,354
KDL,4,64,19
KDL,4,64,411
KDL,4,64,112
KDL,4,64,320
KDL,4,64,226
KDL,4,64,56
KDL,4,64,424
KDL,4,60,234
KDL,4,60,8
KDL,4,60,171
KDL,4,60,61
KDL,4,60,293
KDL,4,60,131
KDL,4,60,125
KDL,4,60,230
KDL,4,60,1
KDL,4,60,206
KDL,4,60,18
KDL,4,60,76
KDL,4,60,32
KDL,4,60,44
KDL,4,60,512
KDL,4,60,233
KDL,4,60,84
KDL,4,60,205
KDL,4,60,22
KDL,4,60,17
KDL,4,60,74
KDL,4,60,31
KDL,4,60,182
KDL,4,60,183
KDL,4,60,40
KDL,4,60,161
KDL,4,60,268
KDL,4,60,72
KDL,4,60,130
KDL,4,60,21
KDL,4,60,315
KDL,4,60,105
KDL,4,60,472
KDL,4,60,79
KDL,4,60,505
KDL,4,60,201
KDL,4,60,0
KDL,4,60,158
KDL,4,60,107
KDL,4,60,63
KDL,4,60,6
KDL,4,60,24
KDL,4,60,64
KDL,4,60,162
KDL,4,60,466
KDL,4,60,438
KDL,4,60,126
KDL,4,60,238
KDL,4,60,39
KDL,4,60,140
KDL,4,60,338
KDL,4,60,28
KDL,4,60,5
KDL,4,60,128
KDL,4,60,487
KDL,4,60,242
KDL,4,60,428
KDL,4,60,106
KDL,4,60,200
KDL,4,60,262
KDL,4,60,58
KDL,4,60,110
KDL,4,60,50
KDL,4,60,455
KDL,4,60,25
KDL,4,60,95
KDL,4,60,160
KDL,4,60,145
KDL,4,60,23
KDL,4,60,141
KDL,4,60,247
KDL,4,60,20
KDL,4,60,75
KDL,4,60,13
KDL,4,60,239
KDL,4,60,147
KDL,4,60,246
KDL,4,60,561
KDL,4,60,408
KDL,4,60,83
KDL,4,60,42
KDL,4,60,137
KDL,4,60,195
KDL,4,60,4
KDL,4,60,127
KDL,4,60,153
KDL,4,60,68
KDL,4,60,26
KDL,4,60,594
KDL,4,60,143
KDL,4,60,390
KDL,4,60,10
KDL,4,60,495
KDL,4,60,65
KDL,4,60,509
KDL,4,60,54
KDL,4,60,16
KDL,4,60,87
KDL,4,60,314
KDL,4,60,391
KDL,4,60,100
KDL,4,60,99
KDL,4,60,149
KDL,4,60,12
KDL,4,60,196
KDL,4,60,41
KDL,4,60,3
KDL,4,60,9
KDL,4,60,71
KDL,4,60,302
KDL,4,60,2
KDL,4,60,354
KDL,4,60,19
KDL,4,60,411
KDL,4,60,112
KDL,4,60,320
KDL,4,60,226
KDL,4,60,56
KDL,4,60,424
KDL,4,247,234
KDL,4,247,8
KDL,4,247,171
KDL,4,247,61
KDL,4,247,293
KDL,4,247,131
KDL,4,247,125
KDL,4,247,230
KDL,4,247,1
KDL,4,247,206
KDL,4,247,18
KDL,4,247,76
KDL,4,247,32
KDL,4,247,44
KDL,4,247,512
KDL,4,247,233
KDL,4,247,84
KDL,4,247,205
KDL,4,247,22
KDL,4,247,17
KDL,4,247,74
KDL,4,247,31
KDL,4,247,182
KDL,4,247,183
KDL,4,247,40
KDL,4,247,161
KDL,4,247,268
KDL,4,247,72
KDL,4,247,130
KDL,4,247,21
KDL,4,247,315
KDL,4,247,105
KDL,4,247,472
KDL,4,247,79
KDL,4,247,505
KDL,4,247,201
KDL,4,247,0
KDL,4,247,158
KDL,4,247,107
KDL,4,247,63
KDL,4,247,6
KDL,4,247,24
KDL,4,247,64
KDL,4,247,162
KDL,4,247,466
KDL,4,247,438
KDL,4,247,126
KDL,4,247,238
KDL,4,247,39
KDL,4,247,60
KDL,4,247,140
KDL,4,247,338
KDL,4,247,28
KDL,4,247,5
KDL,4,247,128
KDL,4,247,487
KDL,4,247,242
KDL,4,247,428
KDL,4,247,106
KDL,4,247,200
KDL,4,247,262
KDL,4,247,58
KDL,4,247,110
KDL,4,247,50
KDL,4,247,455
KDL,4,247,25
KDL,4,247,95
KDL,4,247,160
KDL,4,247,145
KDL,4,247,23
KDL,4,247,141
KDL,4,247,20
KDL,4,247,75
KDL,4,247,13
KDL,4,247,239
KDL,4,247,147
KDL,4,247,246
KDL,4,247,561
KDL,4,247,408
KDL,4,247,83
KDL,4,247,42
KDL,4,247,137
KDL,4,247,195
KDL,4,247,4
KDL,4,247,127
KDL,4,247,153
KDL,4,247,68
KDL,4,247,26
KDL,4,247,594
KDL,4,247,143
KDL,4,247,390
KDL,4,247,10
KDL,4,247,495
KDL,4,247,65
KDL,4,247,509
KDL,4,247,54
KDL,4,247,16
KDL,4,247,87
KDL,4,247,314
KDL,4,247,391
KDL,4,247,100
KDL,4,247,99
KDL,4,247,149
KDL,4,247,12
KDL,4,247,196
KDL,4,247,41
KDL,4,247,3
KDL,4,247,9
KDL,4,247,71
KDL,4,247,302
KDL,4,247,2
KDL,4,247,354
KDL,4,247,19
KDL,4,247,411
KDL,4,247,112
KDL,4,247,320
KDL,4,247,226
KDL,4,247,56
KDL,4,247,424
KDL,4,242,234
KDL,4,242,8
KDL,4,242,171
KDL,4,242,61
KDL,4,242,293
KDL,4,242,131
KDL,4,242,125
KDL,4,242,230
KDL,4,242,1
KDL,4,242,206
KDL,4,242,18
KDL,4,242,76
KDL,4,242,32
KDL,4,242,44
KDL,4,242,512
KDL,4,242,233
KDL,4,242,84
KDL,4,242,205
KDL,4,242,22
KDL,4,242,17
KDL,4,242,74
KDL,4,242,31
KDL,4,242,182
KDL,4,242,183
KDL,4,242,40
KDL,4,242,161
KDL,4,242,268
KDL,4,242,72
KDL,4,242,130
KDL,4,242,21
KDL,4,242,315
KDL,4,242,105
KDL,4,242,472
KDL,4,242,79
KDL,4,242,505
KDL,4,242,201
KDL,4,242,0
KDL,4,242,158
KDL,4,242,107
KDL,4,242,63
KDL,4,242,6
KDL,4,242,24
KDL,4,242,64
KDL,4,242,162
